UMPD Case Number,Address
2023-00019588,"Brendan Iribe Center, Iribe Center at 8125 Paint Branch Dr"
2023-00019607,"7, Pocomoke, Pocomoke Building, Police, UMDPS, UMPD at 7569 Baltimore Ave"
2023-00019678,University Blvd
2023-00019705,"Hornbake, Hornbake Library at 4130 Campus Dr"
2023-00019900,300 block of Ehrensberger Dr
2023-00019953,3900 block of Denton Service Ln
2023-00019958,"Dairy, Stamp, Stamp Student Union, Student Union, Union at 3972 Campus Dr"
2023-00019960,Paint Branch Building at 4505 Campus Dr
2023-00020002,"64, Dorchester, Dorchester Hall at 3947 Campus Dr"
2023-00020070,University Blvd
2023-00020294,8200 block of Baltimore Ave
2023-00020301,4800 block of Harvard Rd
2023-00020318,"82, John S. Toll Physics Building, Physics, Physics Building at 4150 Campus Dr"
2023-00020425,College Ave
2023-00020622,Health Center at 3983 Campus Dr
2023-00020684,8600 block of Boteler Ln
2023-00020759,"Elkton, Elkton Hall at 3981 Denton Service Ln"
2023-00020767,3900 block of Denton Service Ln
2023-00020772,"Commons 5, SCC 5, South Campus Commons 5 at 6903 Preinkert Dr"
2023-00020788,"Dairy, Stamp, Stamp Student Union, Student Union, Union at 3972 Campus Dr"
2023-00020810,8200 block of Baltimore Ave
2023-00020812,"76, Symons Hall at 7998 Regents Dr"
2023-00021047,Hagerstown Hall at 8075 Hagerstown Dr
2023-00021065,4700 block of Rossborough Ln
2023-00021100,"Prince Frederick, Prince Frederick Hall at 7030 Preinkert Dr"
2023-00021102,Baltimore Ave
2023-00021120,4700 block of Berwyn House Rd
2023-00021331,"Oakland, Oakland Hall at 3912 Denton Service Ln"
2023-00021334,La Plata Hall at 8160 La Plata Dr
2023-00021357,"46, Marie Mount, Marie Mount Hall at 7814 Regents Dr"
2023-00021433,University Blvd
2023-00021514,7900 block of Regents Dr
2023-00021519,7800 block of Regents Dr
2023-00021571,"Dairy, Stamp, Stamp Student Union, Student Union, Union at 3972 Campus Dr"
2023-00021584,"Denton, Denton Hall at 3854 Stadium Dr"
2023-00021606,8400 block of Baltimore Ave
2023-00021641,"Commons 3, SCC 3, South Campus Commons 3 at 4318 Knox Rd"
2023-00021676,4200 block of Lehigh Rd
2023-00021692,"4, Ritchie Coliseum at 7675 Baltimore Ave"
2023-00021703,Mowatt Ln
2023-00021837,"77, Main Admin, Main Administration Building, Thomas V. Miller Jr. Administration Building at 7901 Regents Dr"
2023-00021883,"Litton, Police Services & Training Facility at 7147 51st Ave"
2023-00021889,"HHP, PERH, Public Health, School of Public Health Building, SPH at 4200 Valley Dr"
2023-00021951,4200 block of Farm Dr
2023-00021988,"36, Plant Sciences Building at 4291 Fieldhouse Dr"
2023-00022039,Knox Rd
2023-00022104,7200 block of Preinkert Dr
2023-00022117,4500 block of Hartwick Rd
2023-00022173,"Lot HH, PG1, ULG, Union Lane Garage, Union Lane Parking Garage at 4170 Union Ln"
2023-00022174,3900 block of Campus Dr
2023-00022231,"EARTH SYSTEM SCIENCE INTERDISCIPLINARY CENTER, ESSIC at 5825 University Research Ct"
2023-00022244,7200 block of Preinkert Dr
2023-00022337,"7, Pocomoke, Pocomoke Building, Police, UMDPS, UMPD at 7569 Baltimore Ave"
2023-00022399,"Bob Turtle Smith Stadium, Shipley Field, Shipley Field at Bob ""Turtle"" Smith Stadium, Turtle Stadium at 4122 Fieldhouse Dr"
2023-00022450,"DOTS, Lot B, Lot RR, PG2, RDG, Regents Drive Parking Garage, WAM Lab at 8056 Regents Dr"
2023-00022467,Yahentamitsi at 4136 Stadium Dr
2023-00022492,"Commons 3, SCC 3, South Campus Commons 3 at 4318 Knox Rd"
2023-00022537,"Comcast Center, Xfinity, Xfinity Center at 8500 Paint Branch Dr"
2023-00022542,"Comcast Center, Xfinity, Xfinity Center at 8500 Paint Branch Dr"
2023-00022548,"Frat 1, Greek House 1, KA, Kappa Alpha, Kappa Alpha Fraternity at 1 Fraternity Row"
2023-00022609,Manufacturing Building at 8197 Regents Dr
2023-00022618,College Ave
2023-00022625,7300 block of Baltimore Ave
2023-00022627,3700 block of Campus Dr
2023-00022772,"Ellicott, Ellicott Hall at 4052 Stadium Dr"
2023-00022792,Admissions Welcome Center at 7777 Baltimore Ave
2023-00022799,"7, Pocomoke, Pocomoke Building, Police, UMDPS, UMPD at 7569 Baltimore Ave"
2023-00022903,4600 block of College Ave
2023-00022908,7500 block of Calvert Service Ln
2023-00022909,"Ledos, Ledos Restaraunt at 4509 Knox Rd"
2023-00022934,8100 block of La Plata Dr
2023-00022935,Johnson-Whittle Hall at 4118 Stadium Dr
2023-00022945,"Brendan Iribe Center, Iribe Center at 8125 Paint Branch Dr"
2023-00022946,"84, Kirwan Hall, Mathematics, Mathematics Building, William E. Kirwan Hall, William Kirwan Hall at 4176 Campus Dr"
2023-00022947,"Computer Science Instructional Center, CSIC at 8169 Paint Branch Dr"
2023-00022965,University Blvd
2023-00023008,"Chestertown, Chestertown Hall at 4201 Valley Dr"
2023-00023053,"71, Lee Building, South Administration at 7809 Regents Dr"
2023-00023109,"PGUC, UMGC Parking Garage at 347 Ehrensberger Dr"
2023-00023127,"A.V. Williams Building, AV Williams at 8223 Paint Branch Dr"
2023-00023156,"Ellicott, Ellicott Hall at 4052 Stadium Dr"
2023-00023167,Hagerstown Hall at 8075 Hagerstown Dr
2023-00023191,4200 block of Valley Dr
2023-00023221,Baltimore Ave
2023-00023275,"Benjamin, Benjamin Bldg, Benjamin Building at 3942 Campus Dr"
2023-00023384,7600 block of Regents Dr
2023-00023393,LaPlata Beach
2023-00023426,LeonardtownLeonardtown #201Leonardtown ApartmentLeonardtown Office Building at 4725 Rossborough Ln
2023-00023472,8900 block of Rhode Island Ave
2023-00023512,Field Hockey & Women's Lacrosse Stadium at 8483 Paint Branch Dr
2023-00023634,"26, South Campus Dining Hall at 7093 Preinkert Dr"
2023-00023667,"84, Kirwan Hall, Mathematics, Mathematics Building, William E. Kirwan Hall, William Kirwan Hall at 4176 Campus Dr"
2023-00023671,8400 block of Baltimore Ave
2023-00023782,8700 block of Baltimore Ave
2023-00023848,"Commons 4, SCC 4, South Campus Commons 4 at 4310 Knox Rd"
2023-00023902,4100 block of Campus Dr
2023-00023950,"68, Eppley, Eppley Recreation Center, ERC at 4128 Valley Dr"
2023-00023964,3900 block of Denton Service Ln
2023-00023965,"14, Harford Hall at 7660 Regents Dr"
2023-00024012,"Drazek Circle, UMGC at 346 Ehrensberger Dr"
2023-00024042,"9, Chapel, Memorial Chapel at 7744 Regents Dr"
2023-00024204,Health Center at 3983 Campus Dr
2023-00024272,"69, Wicomico, Wicomico Hall at 7218 Preinkert Dr"
2023-00024293,"Frat 7, Lamda Chi Alpha Fraternity at 7 Fraternity Row"
2023-00024367,Lot N6
2023-00024456,7700 block of Adelphi Rd
2023-00024476,"Denton Area Dining Hall, Denton Dining Hall at 3951 Denton Service Ln"
2023-00024489,4100 block of Campus Dr
2023-00024599,"68, Eppley, Eppley Recreation Center, ERC at 4128 Valley Dr"
2023-00024683,"25, Charles, Charles Hall at 4405 Lehigh Rd"
2023-00024692,"Oakland, Oakland Hall at 3912 Denton Service Ln"
2023-00024709,Adelphi Rd
2023-00024843,"Motor Pool, Severn, Severn Building, Terp Trader, Washington Post Building at 5245 Greenbelt Rd"
2023-00024864,"Dairy, Stamp, Stamp Student Union, Student Union, Union at 3972 Campus Dr"
2023-00024943,3400 block of Tulane Dr
2023-00024976,Hagerstown Hall at 8075 Hagerstown Dr
2023-00025052,4400 block of Knox Rd
2023-00025260,"Looney's Pub, The Varsity at 8150 Baltimore Ave"
2023-00025506,Campus Dr
2023-00025680,Lehigh Rd
2023-00025684,"Comcast Center, Xfinity, Xfinity Center at 8500 Paint Branch Dr"
2023-00025886,"Commons 4, SCC 4, South Campus Commons 4 at 4310 Knox Rd"
2023-00026430,University Blvd
2023-00026488,UMGC Inn & Conference Center at 345 Ehrensberger Dr
2023-00026650,Technology Ventures Building at 5000 College Ave
2023-00026767,Graduate Hills Apartment #292 at 3401 Tulane Dr
2023-00026879,"Lot HH, PG1, ULG, Union Lane Garage, Union Lane Parking Garage at 4170 Union Ln"
2023-00026907,Baltimore Ave
2023-00027082,UMGC Hotel at 348 Ehrensberger Dr
2023-00027224,Shuttle Bus Facility at 8537 Paint Branch Dr
2023-00027263,"84, Kirwan Hall, Mathematics, Mathematics Building, William E. Kirwan Hall, William Kirwan Hall at 4176 Campus Dr"
2023-00027404,Energy Research Facility at 8279 Paint Branch Dr
2023-00027626,"Comcast Center, Xfinity, Xfinity Center at 8500 Paint Branch Dr"
2023-00027629,"Comcast Center, Xfinity, Xfinity Center at 8500 Paint Branch Dr"
2023-00027711,Knox Rd
2023-00027776,University Blvd
2023-00027850,"Drazek Circle, UMGC at 346 Ehrensberger Dr"
2023-00028039,3400 block of Tulane Dr
2023-00028054,7200 block of Preinkert Dr
2023-00028085,"51, Worcester, Worcester Hall at 7405 Preinkert Dr"
2023-00028097,Environmental Service Facility at 4200 Landscape Ln
2023-00028107,4200 block of Fieldhouse Dr
2023-00028186,3400 block of Tulane Dr
2023-00028229,"32, Montgomery, Montgomery Hall at 7570 Regents Dr"
2023-00028269,Hagerstown Hall at 8075 Hagerstown Dr
2023-00028368,"62, St Marys Hall, St. Mary, St. Mary's, St. Mary's Hall at 3949 Campus Dr"
2023-00028392,"Art Soc, Art Sociology Building, Art-Sociology Building, Parren J. Mitchell Art-Sociology Building at 3834 Campus Dr"
2023-00028398,"Brendan Iribe Center, Iribe Center at 8125 Paint Branch Dr"
2023-00028407,Graduate Hills Apartment #291 at 3413 Tulane Dr
2023-00028411,"Pyon Chen, Pyon-Chen Hall at 8097 La Plata Dr"
2023-00028540,3400 block of Tulane Dr
2023-00028583,"Commons 5, SCC 5, South Campus Commons 5 at 6903 Preinkert Dr"
2023-00028593,"32, Montgomery, Montgomery Hall at 7570 Regents Dr"
2023-00028596,"62, St Marys Hall, St. Mary, St. Mary's, St. Mary's Hall at 3949 Campus Dr"
2023-00028638,"Frat 14, Zeta Beta Tau, Zeta Beta Tau Fraternity at 14 Fraternity Row"
2023-00028811,7200 block of Bowdoin Ave
2023-00028823,"98, Centreville, Centreville Hall at 4243 Valley Dr"
2023-00028837,"32, Montgomery, Montgomery Hall at 7570 Regents Dr"
2023-00028839,"Easton, Easton Hall at 3917 Denton Service Ln"
2023-00028870,4200 block of Valley Dr
2023-00028985,4600 block of College Ave
2023-00029101,"MFRI, MFRI Office/Classroom Building at 4500 Campus Dr"
2023-00029239,8100 block of 48th Ave
2023-00029276,3900 block of Denton Service Ln
2023-00029335,4700 block of Norwich Rd
2023-00029575,4200 block of Farm Dr
2023-00029595,Knox Rd
2023-00029631,McKeldin Mall
2023-00029649,Baltimore Ave
2023-00029759,4200 block of Farm Dr
2023-00029806,"Frat 12, Zeta Tau Alpha, Zeta Tau Alpha Sorority at 12 Fraternity Row"
2023-00029882,UMGC Inn & Conference Center at 345 Ehrensberger Dr
2023-00029886,Yahentamitsi at 4136 Stadium Dr
2023-00029908,"MFRI, MFRI Office/Classroom Building at 4500 Campus Dr"
2023-00029939,McKeldin Mall
2023-00030024,8097 Pyon Chen Dr
2023-00030075,College Park Towers (Knox Road) at 4313 Knox Rd
2023-00030089,"Commons 1, SCC 1, South Campus Commons 1 at 4250 Lehigh Rd"
2023-00030274,Cumberland Hall at 4250 Farm Dr
2023-00030325,"68, Eppley, Eppley Recreation Center, ERC at 4128 Valley Dr"
2023-00030337,University Blvd
2023-00030351,7300 block of Princeton Ave
2023-00030431,LeonardtownLeonardtown #201Leonardtown ApartmentLeonardtown Office Building at 4725 Rossborough Ln
2023-00030597,"84, Kirwan Hall, Mathematics, Mathematics Building, William E. Kirwan Hall, William Kirwan Hall at 4176 Campus Dr"
2023-00030612,4200 block of Lehigh Rd
2023-00030716,University Blvd
2023-00030874,8300 block of 55th Ave
2023-00030930,Hagerstown Hall at 8075 Hagerstown Dr
2023-00030937,Campus Dr
2023-00031136,4400 block of Rossborough Ln
2023-00031147,"Frat 2, Pi Kappa Alpha, Pi Kappa Alpha Fraternity at 2 Fraternity Row"
2023-00031149,4300 block of Rowalt Dr
2023-00031215,"Pyon Chen, Pyon-Chen Hall at 8097 La Plata Dr"
2023-00031474,"Hornbake, Hornbake Library at 4130 Campus Dr"
2023-00031476,"7, Pocomoke, Pocomoke Building, Police, UMDPS, UMPD at 7569 Baltimore Ave"
2023-00031483,"Pyon Chen, Pyon-Chen Hall at 8097 La Plata Dr"
2023-00031515,Health Center at 3983 Campus Dr
2023-00031583,College Ave
2023-00031589,"Easton, Easton Hall at 3917 Denton Service Ln"
2023-00031598,Baltimore Ave
2023-00031760,8400 block of Boteler Ln
2023-00031915,Cumberland Hall at 4250 Farm Dr
2023-00031920,7300 block of Baltimore Ave
2023-00031951,3900 block of Denton Service Ln
2023-00031957,South Gate at 7567 Regents Dr
2023-00031975,"32, Montgomery, Montgomery Hall at 7570 Regents Dr"
2023-00032186,"Commons 3, SCC 3, South Campus Commons 3 at 4318 Knox Rd"
2023-00032191,"Comcast Center, Xfinity, Xfinity Center at 8500 Paint Branch Dr"
2023-00032421,"Elkton, Elkton Hall at 3981 Denton Service Ln"
2023-00032500,3900 block of Denton Service Ln
2023-00032512,3800 block of Stadium Dr
2023-00032537,La Plata Hall at 8160 La Plata Dr
2023-00032783,"E. A. Fernandez Idea Factory, Idea Factory at 4462 Stadium Dr"
2023-00032869,"26, South Campus Dining Hall at 7093 Preinkert Dr"
2023-00032874,"Oakland, Oakland Hall at 3912 Denton Service Ln"
2023-00032878,Health Center at 3983 Campus Dr
2023-00032881,"Oakland, Oakland Hall at 3912 Denton Service Ln"
2023-00032880,"Elkton, Elkton Hall at 3981 Denton Service Ln"
2023-00032882,"7, Pocomoke, Pocomoke Building, Police, UMDPS, UMPD at 7569 Baltimore Ave"
2023-00033184,"Brendan Iribe Center, Iribe Center at 8125 Paint Branch Dr"
2023-00033210,"46, Marie Mount, Marie Mount Hall at 7814 Regents Dr"
2023-00033246,3900 block of Campus Dr
2023-00033297,"Lot 6, PG4, Terrapin Trail Parking Garage, TTG at 4155 Terrapin Trl"
2023-00033416,8100 block of Baltimore Ave
2023-00033432,"Elkton, Elkton Hall at 3981 Denton Service Ln"
2023-00033456,3400 block of Tulane Dr
2023-00033480,"Atlantic Building, Computer & Space Sciences Building at 4254 Stadium Dr"
2023-00033490,"Lot 6, PG4, Terrapin Trail Parking Garage, TTG at 4155 Terrapin Trl"
2023-00033497,"32, Montgomery, Montgomery Hall at 7570 Regents Dr"
2023-00033561,"Elkton, Elkton Hall at 3981 Denton Service Ln"
2023-00033563,Health Center at 3983 Campus Dr
2023-00033566,"Recreation Artificial Turf Field, Turf Field, Turf Fields"
2023-00033785,8500 block of Paint Branch Dr
2023-00033820,8400 block of Baltimore Ave
2023-00033833,"Litton, Police Services & Training Facility at 7147 51st Ave"
2023-00033874,"A James Clark Hall, A. James Clark Hall, A.J. Clark Hall, Clark, Clark Hall at 8278 Paint Branch Dr"
2023-00033887,"Cole, Cole Field House, Cole Student Activities Building, Driscoll Center at 4090 Union Dr"
2023-00033890,7500 block of Regents Dr
2023-00033892,8000 block of Hagerstown Dr
2023-00034102,4200 block of Farm Dr
2023-00034109,"15, Calvert, Calvert Hall at 7551 Calvert Service Ln"
2023-00034131,"46, Marie Mount, Marie Mount Hall at 7814 Regents Dr"
2023-00034138,Health Center at 3983 Campus Dr
2023-00034139,Kim Engineering Building at 8228 Paint Branch Dr
2023-00034157,"31, Garrett, Garrett Hall at 7570 Calvert Service Ln"
2023-00034351,"73, H.J. Patterson Hall, HJ Patterson Hall at 4065 Campus Dr"
2023-00034505,4000 block of Stadium Dr
2023-00034509,"Elkton, Elkton Hall at 3981 Denton Service Ln"
2023-00034672,"Cornerstone, Cornerstone Grill at 7325 Baltimore Ave"
2023-00034696,Washington Quad
2023-00034756,6900 block of Preinkert Dr
2023-00034762,4313a Guilford Drive Dr
2023-00034769,"Dairy, Stamp, Stamp Student Union, Student Union, Union at 3972 Campus Dr"
2023-00034790,4200 block of Lehigh Rd
2023-00034804,Baltimore Ave
2023-00034805,4600 block of College Ave
2023-00034918,"68, Eppley, Eppley Recreation Center, ERC at 4128 Valley Dr"
2023-00034968,"Leonardtown #250, Leonardtown Community Center at 7559 Yale Ave"
2023-00034973,Lot 9b
2023-00035096,7400 block of Baltimore Ave
2023-00035177,"Litton, Police Services & Training Facility at 7147 51st Ave"
2023-00035187,4200 block of Farm Dr
2023-00035201,Yahentamitsi at 4136 Stadium Dr
2023-00035212,Baltimore Ave
2023-00035219,"8, Annapolis, Annapolis Hall at 7626 Regents Dr"
2023-00035220,3900 block of Denton Service Ln
2023-00035223,"Oakland, Oakland Hall at 3912 Denton Service Ln"
2023-00035234,8400 block of Boteler Ln
2023-00035241,Lot O3
2023-00035482,"Elkins, Elkins Building, Systems Office, UM Systems Office at 3300 Metzerott Rd"
2023-00035489,"Art Soc, Art Sociology Building, Art-Sociology Building, Parren J. Mitchell Art-Sociology Building at 3834 Campus Dr"
2023-00035493,Lot UU
2023-00035495,3400 block of Tulane Dr
2023-00035506,9600 block of Milestone Way
2023-00035517,4500 block of Knox Rd
2023-00035724,"54, Preinkert, Preinkert Hall at 7480 Preinkert Dr"
2023-00035820,8100 block of La Plata Dr
2023-00035868,Manokin Building at 5801 University Research Ct
2023-00035870,8000 block of Hagerstown Dr
2023-00035895,College Ave
2023-00035975,3900 block of Denton Service Ln
2023-00036006,"Commons 1, SCC 1, South Campus Commons 1 at 4250 Lehigh Rd"
2023-00036156,7700 block of Baltimore Ave
2023-00036194,3900 block of Campus Dr
2023-00036307,Hagerstown Hall at 8075 Hagerstown Dr
2023-00036358,"37, Shoemaker, Shoemaker Building at 4281 Chapel Ln"
2023-00036366,"11, The Hall at 4656 Hotel Dr"
2023-00036409,University Blvd
2023-00036419,3400 block of Tulane Dr
2023-00036483,"Lot HH, PG1, ULG, Union Lane Garage, Union Lane Parking Garage at 4170 Union Ln"
2023-00036499,4100 block of Stadium Dr
2023-00036632,"Easton, Easton Hall at 3917 Denton Service Ln"
2023-00036640,College Ave
2023-00036667,"80, Rossborough Inn at 7682 Baltimore Ave"
2023-00036682,Paint Branch Dr
2023-00036725,Cumberland Hall at 4250 Farm Dr
2023-00036727,4500 block of College Ave
2023-00036731,"Lot 19, Lot U2, MLG, Mowatt Garage, Mowatt Lane Garage, Mowatt Lane Parking Garage, PG5 at 7591 Mowatt Ln"
2023-00036740,7600 block of Regents Dr
2023-00036747,"7, Pocomoke, Pocomoke Building, Police, UMDPS, UMPD at 7569 Baltimore Ave"
2023-00036830,"DOTS, Lot B, Lot RR, PG2, RDG, Regents Drive Parking Garage, WAM Lab at 8056 Regents Dr"
2023-00037025,Adelphi Rd
2023-00037077,"88, Martin Hall at 4298 Campus Dr"
2023-00037169,8400 block of Baltimore Ave
2023-00037372,University Blvd
2023-00037412,"39, Van Munching, Van Munching Hall at 7699 Mowatt Ln"
2023-00037532,4200 block of Knox Rd
2023-00037631,Technology Ventures Building at 5000 College Ave
2023-00037689,"Ellicott, Ellicott Hall at 4052 Stadium Dr"
2023-00037759,"37, Shoemaker, Shoemaker Building at 4281 Chapel Ln"
2023-00037796,"Ellicott, Ellicott Hall at 4052 Stadium Dr"
2023-00037975,"82, John S. Toll Physics Building, Physics, Physics Building at 4150 Campus Dr"
2023-00038119,"A James Clark Hall, A. James Clark Hall, A.J. Clark Hall, Clark, Clark Hall at 8278 Paint Branch Dr"
2023-00038168,"Dairy, Stamp, Stamp Student Union, Student Union, Union at 3972 Campus Dr"
2023-00038195,"60, Anne Arundel, Anne Arundel Hall at 3915 Campus Dr"
2023-00038241,"Frat 2, Pi Kappa Alpha, Pi Kappa Alpha Fraternity at 2 Fraternity Row"
2023-00038333,Manokin Building at 5801 University Research Ct
2023-00038365,4200 block of Chapel Ln
2023-00038441,"Brendan Iribe Center, Iribe Center at 8125 Paint Branch Dr"
2023-00038560,"Clarice Smith Performing Arts Center, CSPAC at 8270 Alumni Dr"
2023-00038579,Baltimore Ave
2023-00038619,La Plata Hall at 8160 La Plata Dr
2023-00038629,La Plata Hall at 8160 La Plata Dr
